0	1.4142	2.1441	44	None	None	0	1	3.157526784058274
1	1.4142	2.1441	51	None	None	0	2	3.55257260386194
2	1.4142	2.1161	56	None	None	0	5	3.5487203281686086
3	2.1173	2.6076	46	None	None	0	2	3.522244309000987
4	2.1173	2.8193	55	None	None	0	5	4.013271454144877
5	2.5892	2.8284	52	None	None	0	3	4.566155647295386
6	2.8204	3.5503	44	None	None	0	1	3.882790971509905
7	2.8204	3.5503	51	None	None	0	2	5.563006340045323
8	2.8204	3.5224	56	None	None	0	5	4.977091037024032
9	3.5236	3.7719	46	None	None	0	2	4.7769027500762755
10	3.5236	4.2256	55	None	None	0	5	4.924542607711715
11	3.7630	4.0045	54	None	None	0	4	6.926073828038606
12	3.9955	4.2347	52	None	None	0	3	9.049124438324377
13	4.2267	5.1471	44	None	None	0	0	-1
14	4.2267	4.9566	51	None	None	0	0	-1
15	4.2267	4.9287	56	None	None	0	0	-1
16	4.9298	5.1471	49	None	None	0	0	-1
17	4.9298	5.1690	52	None	None	0	0	-1
18	5.4022	5.6354	49	None	None	0	0	-1
19	5.6365	6.3385	45	None	None	0	0	-1
20	5.6365	6.3385	48	None	None	0	1	9.966903292077454
21	5.6365	6.3385	57	None	None	0	5	7.249097013350246
22	6.3397	7.7448	44	None	None	0	1	4.927833796493524
23	6.3397	7.0417	49	None	None	0	2	5.924575603506577
24	6.3397	7.7448	56	None	None	0	5	4.303018161284985
25	7.0428	7.7448	51	None	None	0	3	3.6318070768704263
26	7.7460	8.2177	46	None	None	0	2	3.427697485116485
27	7.7460	8.4480	55	None	None	0	5	4.0998420610118105
28	8.2179	8.4480	52	None	None	0	3	4.772765972060583
29	8.4491	9.1511	44	None	None	0	1	4.089423005065212
30	8.4491	9.1511	51	None	None	0	2	5.769639448185742
31	8.4491	9.1511	56	None	None	0	5	5.183790024722051
32	9.1522	9.3914	46	None	None	0	2	4.983599245173009
33	9.1522	9.8542	55	None	None	0	5	5.182082597876156
34	9.5082	9.6171	54	None	None	0	4	4.9068237109090775
35	9.6242	9.8542	52	None	None	0	3	6.397097158355937
36	9.8554	10.7977	44	None	None	0	1	8.330053911601944
37	9.8554	10.5574	51	None	None	0	0	-1
38	9.8554	10.5574	56	None	None	0	0	-1
39	10.5585	10.7977	49	None	None	0	0	-1
40	10.5585	10.7977	52	None	None	0	0	-1
41	10.9144	11.0309	49	None	None	0	0	-1
42	11.0312	11.2675	49	None	None	0	0	-1
43	11.2686	11.9706	45	None	None	0	0	-1
44	11.2686	11.9706	48	None	None	0	1	16.103231330196582
45	11.2686	11.9706	57	None	None	0	0	-1
46	11.9717	12.2109	44	None	None	0	0	-1
47	11.9717	12.2109	49	None	None	0	0	-1
48	11.9717	12.2109	56	None	None	0	0	-1
49	12.4437	12.6829	49	None	None	0	0	-1
50	12.4437	13.3804	61	None	None	0	0	-1
51	12.6749	12.9141	53	None	None	0	4	11.852019049764436
52	12.6749	13.4084	59	None	None	0	0	-1
53	12.9143	13.1470	51	None	None	0	2	11.535297935887122
54	13.1472	13.3804	49	None	None	0	1	12.824394034248662
55	13.3816	13.6208	57	None	None	0	0	-1
56	13.3816	14.0836	61	None	None	0	4	15.11052179735011
57	13.6210	13.8533	56	None	None	0	0	-1
58	13.8536	14.0836	54	None	None	0	0	-1
59	14.0847	14.3239	53	None	None	0	4	11.792123550318736
60	14.0847	14.8182	59	None	None	0	0	-1
61	14.0847	14.7903	61	None	None	0	5	7.434551418336644
62	14.3241	14.5568	51	None	None	0	2	11.473273510986738
63	14.5571	14.7903	49	None	None	0	1	12.749660207416166
64	14.7914	15.0306	57	None	None	0	0	-1
65	14.7914	15.4970	61	None	None	0	4	15.031744910733266
66	15.0309	15.2636	56	None	None	0	0	-1
67	15.2638	15.4970	54	None	None	0	0	-1
68	15.4982	15.7373	53	None	None	0	0	-1
69	15.4982	16.2350	59	None	None	0	0	-1
70	15.4982	16.2071	61	None	None	0	0	-1
71	15.7376	15.9706	51	None	None	0	0	-1
72	15.9708	16.2071	49	None	None	0	0	-1
73	16.2082	16.4474	54	None	None	0	2	26.609037061899706
74	16.2082	16.6985	61	None	None	0	0	-1
75	16.4477	16.6800	56	None	None	0	1	12.469004179237219
76	16.6802	16.9102	57	None	None	0	2	18.50267306623237
77	16.6802	16.9194	66	None	None	0	4	14.469346956094059
78	16.9114	17.1506	59	None	None	0	0	-1
79	16.9114	17.6413	65	None	None	0	0	-1
80	17.1508	17.3831	61	None	None	0	0	-1
81	17.3833	17.6134	59	None	None	0	0	-1
82	17.6145	17.8537	57	None	None	0	0	-1
83	17.6145	18.3165	66	None	None	0	0	-1
84	17.8539	18.0863	56	None	None	0	0	-1
85	18.0865	18.3165	54	None	None	0	0	-1
86	18.3177	18.5568	60	None	None	0	0	-1
87	18.3177	19.0476	66	None	None	0	0	-1
88	18.3177	19.0197	68	None	None	0	0	-1
89	18.5571	18.7894	58	None	None	0	0	-1
90	18.7896	19.0197	56	None	None	0	0	-1
91	19.0208	19.2600	64	None	None	0	0	-1
92	19.0208	19.7228	68	None	None	0	0	-1
93	19.2602	19.4925	63	None	None	0	0	-1
94	19.4928	19.7228	61	None	None	0	0	-1
95	19.7239	19.9631	60	None	None	0	0	-1
96	19.7239	20.4539	66	None	None	0	0	-1
97	19.7239	20.4259	68	None	None	0	0	-1
98	19.9633	20.1957	58	None	None	0	0	-1
99	20.1959	20.4259	56	None	None	0	0	-1
100	20.4271	20.6663	64	None	None	0	0	-1
101	20.4271	21.1291	68	None	None	0	0	-1
102	20.6665	20.8988	63	None	None	0	0	-1
103	20.8990	21.1291	61	None	None	0	0	-1
104	21.1302	21.3694	60	None	None	0	0	-1
105	21.1302	21.8601	66	None	None	0	0	-1
106	21.1302	21.8322	68	None	None	0	0	-1
107	21.3696	21.6019	58	None	None	0	0	-1
108	21.6022	21.8322	56	None	None	0	0	-1
109	21.8333	22.0725	61	None	None	0	2	19.9129463199361
110	21.8333	22.3236	68	None	None	0	0	-1
111	22.0728	22.3051	63	None	None	0	1	6.674642577861043
112	22.3053	22.5353	64	None	None	0	2	12.708311464856173
113	22.3053	22.5445	73	None	None	0	4	8.674985354717876
114	22.5365	22.7757	66	None	None	0	0	-1
115	22.5365	23.2664	72	None	None	0	0	-1
116	22.7759	23.0082	68	None	None	0	0	-1
117	23.0084	23.2385	66	None	None	0	0	-1
118	23.2396	23.4788	64	None	None	0	3	8.92676139476088
119	23.2396	23.4568	73	None	None	0	5	9.412267815622002
120	23.4790	23.7114	63	None	None	0	2	10.397180398031004
121	23.7116	23.9416	61	None	None	0	1	13.872492539100397
122	23.9428	24.1911	68	None	None	0	3	11.268996568501844
123	23.9428	24.6762	73	None	None	0	4	13.588976160050278
124	23.9428	24.6483	76	None	None	0	5	12.143909085130709
125	24.1822	24.4241	66	None	None	0	0	-1
126	24.4151	24.6575	64	None	None	0	0	-1
127	24.6495	24.8978	68	None	None	0	0	-1
128	24.6495	25.3515	71	None	None	0	0	-1
129	24.6495	25.3515	75	None	None	0	0	-1
130	24.8889	25.1304	64	None	None	0	0	-1
131	25.1214	25.3606	63	None	None	0	0	-1
132	25.3526	25.6009	66	None	None	0	0	-1
133	25.3526	26.0861	71	None	None	0	4	21.354903284248962
134	25.3526	26.0582	75	None	None	0	5	19.05998622322164
135	25.5920	25.8339	64	None	None	0	0	-1
136	25.8250	26.0673	63	None	None	0	0	-1
137	26.0593	26.3077	66	None	None	0	0	-1
138	26.0593	26.7892	70	None	None	0	0	-1
139	26.0593	26.7613	73	None	None	0	0	-1
140	26.2987	26.5402	63	None	None	0	0	-1
141	26.5313	26.7705	61	None	None	0	0	-1
142	26.7625	27.0108	64	None	None	0	0	-1
143	26.7625	27.4959	69	None	None	0	4	21.605853947631772
144	26.7625	27.4680	73	None	None	0	5	21.15769040017615
145	27.0019	27.2438	62	None	None	0	0	-1
146	27.2348	27.4772	61	None	None	0	0	-1
147	27.4692	27.7175	64	None	None	0	0	-1
148	27.4692	28.1991	68	None	None	0	0	-1
149	27.4692	28.1712	71	None	None	0	0	-1
150	27.7086	27.9501	61	None	None	0	0	-1
151	27.9411	28.1803	59	None	None	0	0	-1
152	28.1723	28.6626	64	None	None	0	0	-1
153	28.1723	28.6626	67	None	None	0	3	6.899502615009034
154	28.1723	28.6440	70	None	None	0	5	7.761508238373995
155	28.4117	28.6532	58	None	None	0	2	7.104997662242716
156	28.6443	28.8835	56	None	None	0	0	-1
